data,hora_ref,nomeEstacao,VP,AM_real,AM_calc,Nivel_Risco_Valor,Classificacao_Risco
2026-05-07,11:00:00,Imbiribeira,0.4,1.16,1.16,0.46399999999999997,Baixo
2026-05-07,11:00:00,Torreão,2.7825215199000004,1.16,1.16,3.2277249630840004,Baixo
2026-05-07,10:00:00,Campina do Barreto,0.2,1.35,1.35,0.27,Baixo
2026-05-07,10:00:00,Dois Irmãos,8.876944536899998,1.35,1.35,11.983875124814999,Baixo
2026-05-07,10:00:00,Imbiribeira,1.6,1.35,1.35,2.16,Baixo
2026-05-07,10:00:00,Torreão,2.5825215199000002,1.35,1.35,3.4864040518650006,Baixo
2026-05-07,09:00:00,Campina do Barreto,2.9602347684,1.53,1.53,4.529159195652,Baixo
2026-05-07,09:00:00,Dois Irmãos,12.570493660599997,1.53,1.53,19.232855300717997,Baixo
2026-05-07,09:00:00,Imbiribeira,0.2,1.53,1.53,0.30600000000000005,Baixo
2026-05-07,09:00:00,Torreão,6.8776506393,1.53,1.53,10.522805478129,Baixo
2026-05-07,08:00:00,Campina do Barreto,4.1602347684000005,1.71,1.71,7.114001453964001,Baixo
2026-05-07,08:00:00,Dois Irmãos,4.123139999999998,1.71,1.71,7.050569399999996,Baixo
2026-05-07,08:00:00,Imbiribeira,0.2,1.71,1.71,0.342,Baixo
2026-05-07,08:00:00,Torreão,0.0,1.71,1.71,0.0,Baixo
2026-05-07,07:00:00,Campina do Barreto,4.130700539,1.86,1.86,7.683103002540001,Baixo
2026-05-07,07:00:00,Dois Irmãos,0.19999999999999823,1.86,1.86,0.3719999999999967,Baixo
2026-05-07,07:00:00,Imbiribeira,0.2,1.86,1.86,0.37200000000000005,Baixo
2026-05-07,07:00:00,Torreão,0.58902,1.86,1.86,1.0955772000000001,Baixo
2026-05-07,06:00:00,Campina do Barreto,0.2,1.69,1.69,0.338,Baixo
2026-05-07,06:00:00,Dois Irmãos,1.9929154233999986,1.69,1.69,3.3680270655459976,Baixo
2026-05-07,06:00:00,Imbiribeira,1.6,1.69,1.69,2.704,Baixo
2026-05-07,06:00:00,Torreão,0.58902,1.69,1.69,0.9954438,Baixo
2026-05-07,05:00:00,Campina do Barreto,2.5601337079,1.52,1.52,3.8914032360079998,Baixo
2026-05-07,05:00:00,Dois Irmãos,1.9929154233999984,1.52,1.52,3.0292314435679977,Baixo
2026-05-07,05:00:00,Imbiribeira,0.2,1.52,1.52,0.30400000000000005,Baixo
2026-05-07,05:00:00,Torreão,5.698675664,1.52,1.52,8.661987009279999,Baixo
2026-05-07,04:00:00,Campina do Barreto,2.3601337079,1.35,1.35,3.1861805056650003,Baixo
2026-05-07,04:00:00,Dois Irmãos,2.9504079637999983,1.35,1.35,3.9830507511299977,Baixo
2026-05-07,04:00:00,Imbiribeira,1.4000000000000001,1.35,1.35,1.8900000000000003,Baixo
2026-05-07,04:00:00,Torreão,11.028749648,1.35,1.35,14.8888120248,Baixo
2026-05-07,03:00:00,Campina do Barreto,0.0,1.18,1.18,0.0,Baixo
2026-05-07,03:00:00,Dois Irmãos,1.3999999999999984,1.18,1.18,1.651999999999998,Baixo
2026-05-07,03:00:00,Imbiribeira,0.0,1.18,1.18,0.0,Baixo
2026-05-07,03:00:00,Torreão,0.2,1.18,1.18,0.236,Baixo
2026-05-07,02:00:00,Campina do Barreto,0.0,1.01,1.01,0.0,Baixo
2026-05-07,02:00:00,Dois Irmãos,0.39999999999999825,1.01,1.01,0.40399999999999825,Baixo
2026-05-07,02:00:00,Imbiribeira,0.0,1.01,1.01,0.0,Baixo
2026-05-07,02:00:00,Torreão,0.2,1.01,1.01,0.202,Baixo
2026-05-07,01:00:00,Campina do Barreto,0.0,0.84,1.0,0.0,Baixo
2026-05-07,01:00:00,Dois Irmãos,0.39999999999999825,0.84,1.0,0.39999999999999825,Baixo
2026-05-07,01:00:00,Imbiribeira,0.4,0.84,1.0,0.4,Baixo
2026-05-07,01:00:00,Torreão,1.4000000000000001,0.84,1.0,1.4000000000000001,Baixo
2026-05-07,00:00:00,Campina do Barreto,0.0,0.87,1.0,0.0,Baixo
2026-05-07,00:00:00,Dois Irmãos,1.5999999999999983,0.87,1.0,1.5999999999999983,Baixo
2026-05-07,00:00:00,Imbiribeira,0.6000000000000001,0.87,1.0,0.6000000000000001,Baixo
2026-05-07,00:00:00,Torreão,0.0,0.87,1.0,0.0,Baixo
2026-05-06,23:00:00,Campina do Barreto,0.0,1.05,1.05,0.0,Baixo
2026-05-06,23:00:00,Dois Irmãos,0.0,1.05,1.05,0.0,Baixo
2026-05-06,23:00:00,Imbiribeira,1.8000000000000003,1.05,1.05,1.8900000000000003,Baixo
2026-05-06,23:00:00,Torreão,0.0,1.05,1.05,0.0,Baixo
2026-05-06,22:00:00,Campina do Barreto,0.9842922351999999,1.23,1.23,1.2106794492959998,Baixo
2026-05-06,22:00:00,Dois Irmãos,0.0,1.23,1.23,0.0,Baixo
2026-05-06,22:00:00,Imbiribeira,1.4000000000000001,1.23,1.23,1.7220000000000002,Baixo
2026-05-06,22:00:00,Torreão,,1.23,1.23,0.0,Baixo
2026-05-06,21:00:00,Campina do Barreto,,1.41,1.41,0.0,Baixo
2026-05-06,21:00:00,Dois Irmãos,0.0,1.41,1.41,0.0,Baixo
2026-05-06,21:00:00,Imbiribeira,,1.41,1.41,0.0,Baixo
2026-05-06,21:00:00,Torreão,0.2,1.41,1.41,0.282,Baixo
2026-05-06,20:00:00,Campina do Barreto,8.072003671200001,1.59,1.59,12.834485837208002,Baixo
2026-05-06,20:00:00,Dois Irmãos,0.0,1.59,1.59,0.0,Baixo
2026-05-06,20:00:00,Imbiribeira,0.59268,1.59,1.59,0.9423612,Baixo
2026-05-06,20:00:00,Torreão,2.1692853354,1.59,1.59,3.449163683286,Baixo
2026-05-06,19:00:00,Campina do Barreto,0.9819580248,1.77,1.77,1.7380657038960001,Baixo
2026-05-06,19:00:00,Dois Irmãos,0.0,1.77,1.77,0.0,Baixo
2026-05-06,19:00:00,Imbiribeira,2.74876,1.77,1.77,4.8653052,Baixo
2026-05-06,19:00:00,Torreão,3.3692853354000003,1.77,1.77,5.963635043658001,Baixo
2026-05-06,18:00:00,Campina do Barreto,6.8737061736000005,1.72,1.72,11.822774618592,Baixo
2026-05-06,18:00:00,Dois Irmãos,0.0,1.72,1.72,0.0,Baixo
2026-05-06,18:00:00,Imbiribeira,3.9267999999999996,1.72,1.72,6.754096,Baixo
2026-05-06,18:00:00,Torreão,13.7849973478,1.72,1.72,23.710195438215997,Baixo
2026-05-06,17:00:00,Campina do Barreto,0.0,1.53,1.53,0.0,Baixo
2026-05-06,17:00:00,Dois Irmãos,0.0,1.53,1.53,0.0,Baixo
2026-05-06,17:00:00,Imbiribeira,7.26458,1.53,1.53,11.1148074,Baixo
2026-05-06,17:00:00,Torreão,0.2,1.53,1.53,0.30600000000000005,Baixo
2026-05-06,16:00:00,Campina do Barreto,0.0,1.33,1.33,0.0,Baixo
2026-05-06,16:00:00,Dois Irmãos,0.0,1.33,1.33,0.0,Baixo
2026-05-06,16:00:00,Imbiribeira,11.58406,1.33,1.33,15.4067998,Baixo
2026-05-06,16:00:00,Torreão,1.4000000000000001,1.33,1.33,1.8620000000000003,Baixo
2026-05-06,15:00:00,Campina do Barreto,0.0,1.14,1.14,0.0,Baixo
2026-05-06,15:00:00,Dois Irmãos,0.5898688956999982,1.14,1.14,0.672450541097998,Baixo
2026-05-06,15:00:00,Imbiribeira,0.0,1.14,1.14,0.0,Baixo
2026-05-06,15:00:00,Torreão,0.0,1.14,1.14,0.0,Baixo
2026-05-06,14:00:00,Campina do Barreto,0.0,0.94,1.0,0.0,Baixo
2026-05-06,14:00:00,Dois Irmãos,0.9898688956999983,0.94,1.0,0.9898688956999983,Baixo
2026-05-06,14:00:00,Imbiribeira,0.0,0.94,1.0,0.0,Baixo
2026-05-06,14:00:00,Torreão,0.2,0.94,1.0,0.2,Baixo
2026-05-06,13:00:00,Campina do Barreto,0.6000000000000001,0.75,1.0,0.6000000000000001,Baixo
2026-05-06,13:00:00,Dois Irmãos,5.314645495599999,0.75,1.0,5.314645495599999,Baixo
2026-05-06,13:00:00,Imbiribeira,0.0,0.75,1.0,0.0,Baixo
2026-05-06,13:00:00,Torreão,0.78902,0.75,1.0,0.78902,Baixo
2026-05-06,12:00:00,Campina do Barreto,2.17438,0.72,1.0,2.17438,Baixo
2026-05-06,12:00:00,Dois Irmãos,6.717523717299998,0.72,1.0,6.717523717299998,Baixo
2026-05-06,12:00:00,Imbiribeira,0.0,0.72,1.0,0.0,Baixo
2026-05-06,12:00:00,Torreão,6.5287598461,0.72,1.0,6.5287598461,Baixo
2026-05-06,11:00:00,Campina do Barreto,6.5171709227,0.94,1.0,6.5171709227,Baixo
2026-05-06,11:00:00,Dois Irmãos,5.731960491599998,0.94,1.0,5.731960491599998,Baixo
2026-05-06,11:00:00,Imbiribeira,0.0,0.94,1.0,0.0,Baixo
2026-05-06,11:00:00,Torreão,9.255818979799999,0.94,1.0,9.255818979799999,Baixo
2026-05-06,10:00:00,Campina do Barreto,3.9354709227,1.17,1.17,4.604500979559,Baixo
2026-05-06,10:00:00,Dois Irmãos,5.305515237199998,1.17,1.17,6.207452827523998,Baixo
2026-05-06,10:00:00,Imbiribeira,0.0,1.17,1.17,0.0,Baixo
2026-05-06,10:00:00,Torreão,13.679562946499999,1.17,1.17,16.005088647405,Baixo
2026-05-06,09:00:00,Campina do Barreto,0.39268,1.39,1.39,0.5458251999999999,Baixo
2026-05-06,09:00:00,Dois Irmãos,3.538455237199998,1.39,1.39,4.918452779707997,Baixo
2026-05-06,09:00:00,Imbiribeira,0.0,1.39,1.39,0.0,Baixo
2026-05-06,09:00:00,Torreão,4.3235990936,1.39,1.39,6.009802740104,Baixo
2026-05-06,08:00:00,Campina do Barreto,0.0,1.62,1.62,0.0,Baixo
2026-05-06,08:00:00,Dois Irmãos,0.19999999999999823,1.62,1.62,0.3239999999999972,Baixo
2026-05-06,08:00:00,Imbiribeira,0.0,1.62,1.62,0.0,Baixo
2026-05-06,08:00:00,Torreão,1.4000000000000001,1.62,1.62,2.2680000000000002,Baixo
2026-05-06,07:00:00,Campina do Barreto,0.0,1.84,1.84,0.0,Baixo
2026-05-06,07:00:00,Dois Irmãos,1.3999999999999984,1.84,1.84,2.575999999999997,Baixo
2026-05-06,07:00:00,Imbiribeira,0.0,1.84,1.84,0.0,Baixo
2026-05-06,07:00:00,Torreão,0.0,1.84,1.84,0.0,Baixo
2026-05-06,06:00:00,Campina do Barreto,0.0,1.94,1.94,0.0,Baixo
2026-05-06,06:00:00,Dois Irmãos,0.0,1.94,1.94,0.0,Baixo
2026-05-06,06:00:00,Imbiribeira,0.2,1.94,1.94,0.388,Baixo
2026-05-06,06:00:00,Torreão,0.0,1.94,1.94,0.0,Baixo
2026-05-06,05:00:00,Campina do Barreto,0.0,1.72,1.72,0.0,Baixo
2026-05-06,05:00:00,Dois Irmãos,0.0,1.72,1.72,0.0,Baixo
2026-05-06,05:00:00,Imbiribeira,0.2,1.72,1.72,0.34400000000000003,Baixo
2026-05-06,05:00:00,Torreão,0.0,1.72,1.72,0.0,Baixo
2026-05-06,04:00:00,Campina do Barreto,0.0,1.5,1.5,0.0,Baixo
2026-05-06,04:00:00,Dois Irmãos,0.0,1.5,1.5,0.0,Baixo
2026-05-06,04:00:00,Imbiribeira,0.0,1.5,1.5,0.0,Baixo
2026-05-06,04:00:00,Torreão,0.0,1.5,1.5,0.0,Baixo
2026-05-06,03:00:00,Campina do Barreto,0.0,1.28,1.28,0.0,Baixo
2026-05-06,03:00:00,Dois Irmãos,0.0,1.28,1.28,0.0,Baixo
2026-05-06,03:00:00,Imbiribeira,0.0,1.28,1.28,0.0,Baixo
2026-05-06,03:00:00,Torreão,0.0,1.28,1.28,0.0,Baixo
2026-05-06,02:00:00,Campina do Barreto,1.376875817,1.07,1.07,1.47325712419,Baixo
2026-05-06,02:00:00,Dois Irmãos,0.0,1.07,1.07,0.0,Baixo
2026-05-06,02:00:00,Imbiribeira,0.2,1.07,1.07,0.21400000000000002,Baixo
2026-05-06,02:00:00,Torreão,0.39268,1.07,1.07,0.4201676,Baixo
2026-05-06,01:00:00,Campina do Barreto,1.376875817,0.85,1.0,1.376875817,Baixo
2026-05-06,01:00:00,Dois Irmãos,0.0,0.85,1.0,0.0,Baixo
2026-05-06,01:00:00,Imbiribeira,0.4,0.85,1.0,0.4,Baixo
2026-05-06,01:00:00,Torreão,0.39268,0.85,1.0,0.39268,Baixo
2026-05-06,00:00:00,Campina do Barreto,9.638130719,0.69,1.0,9.638130719,Baixo
2026-05-06,00:00:00,Dois Irmãos,0.0,0.69,1.0,0.0,Baixo
2026-05-06,00:00:00,Imbiribeira,1.8000000000000003,0.69,1.0,1.8000000000000003,Baixo
2026-05-06,00:00:00,Torreão,2.74876,0.69,1.0,2.74876,Baixo
2026-05-05,23:00:00,Campina do Barreto,0.39268,0.9,1.0,0.39268,Baixo
2026-05-05,23:00:00,Dois Irmãos,3.553941475699998,0.9,1.0,3.553941475699998,Baixo
2026-05-05,23:00:00,Imbiribeira,0.2,0.9,1.0,0.2,Baixo
2026-05-05,23:00:00,Torreão,2.9648523215,0.9,1.0,2.9648523215,Baixo
2026-05-05,22:00:00,Campina do Barreto,,1.12,1.12,0.0,Baixo
2026-05-05,22:00:00,Dois Irmãos,3.553941475699998,1.12,1.12,3.9804144527839984,Baixo
2026-05-05,22:00:00,Imbiribeira,,1.12,1.12,0.0,Baixo
2026-05-05,22:00:00,Torreão,4.1648523215,1.12,1.12,4.66463460008,Baixo
2026-05-05,21:00:00,Campina do Barreto,2.74876,1.33,1.33,3.6558508,Baixo
2026-05-05,21:00:00,Dois Irmãos,25.077590329899998,1.33,1.33,33.353195138767,Moderado
2026-05-05,21:00:00,Imbiribeira,0.4,1.33,1.33,0.532,Baixo
2026-05-05,21:00:00,Torreão,7.4770123215,1.33,1.33,9.944426387595001,Baixo
2026-05-05,20:00:00,Campina do Barreto,0.0,1.55,1.55,0.0,Baixo
2026-05-05,20:00:00,Dois Irmãos,0.19999999999999823,1.55,1.55,0.3099999999999973,Baixo
2026-05-05,20:00:00,Imbiribeira,0.6000000000000001,1.55,1.55,0.9300000000000002,Baixo
2026-05-05,20:00:00,Torreão,0.0,1.55,1.55,0.0,Baixo
2026-05-05,19:00:00,Campina do Barreto,0.0,1.76,1.76,0.0,Baixo
2026-05-05,19:00:00,Dois Irmãos,1.3999999999999984,1.76,1.76,2.4639999999999973,Baixo
2026-05-05,19:00:00,Imbiribeira,1.0,1.76,1.76,1.76,Baixo
2026-05-05,19:00:00,Torreão,0.0,1.76,1.76,0.0,Baixo
2026-05-05,18:00:00,Campina do Barreto,0.0,1.92,1.92,0.0,Baixo
2026-05-05,18:00:00,Dois Irmãos,0.0,1.92,1.92,0.0,Baixo
2026-05-05,18:00:00,Imbiribeira,2.4000000000000004,1.92,1.92,4.6080000000000005,Baixo
2026-05-05,18:00:00,Torreão,0.0,1.92,1.92,0.0,Baixo
2026-05-05,17:00:00,Campina do Barreto,0.0,1.69,1.69,0.0,Baixo
2026-05-05,17:00:00,Dois Irmãos,0.0,1.69,1.69,0.0,Baixo
2026-05-05,17:00:00,Imbiribeira,2.2,1.69,1.69,3.718,Baixo
2026-05-05,17:00:00,Torreão,0.0,1.69,1.69,0.0,Baixo
2026-05-05,16:00:00,Campina do Barreto,0.0,1.45,1.45,0.0,Baixo
2026-05-05,16:00:00,Dois Irmãos,0.0,1.45,1.45,0.0,Baixo
2026-05-05,16:00:00,Imbiribeira,2.0,1.45,1.45,2.9,Baixo
2026-05-05,16:00:00,Torreão,0.0,1.45,1.45,0.0,Baixo
2026-05-05,15:00:00,Campina do Barreto,0.0,1.21,1.21,0.0,Baixo
2026-05-05,15:00:00,Dois Irmãos,0.0,1.21,1.21,0.0,Baixo
2026-05-05,15:00:00,Imbiribeira,0.2,1.21,1.21,0.242,Baixo
2026-05-05,15:00:00,Torreão,0.0,1.21,1.21,0.0,Baixo
2026-05-05,14:00:00,Campina do Barreto,0.0,0.98,1.0,0.0,Baixo
2026-05-05,14:00:00,Dois Irmãos,0.0,0.98,1.0,0.0,Baixo
2026-05-05,14:00:00,Imbiribeira,0.0,0.98,1.0,0.0,Baixo
2026-05-05,14:00:00,Torreão,0.0,0.98,1.0,0.0,Baixo
2026-05-05,13:00:00,Campina do Barreto,0.0,0.74,1.0,0.0,Baixo
2026-05-05,13:00:00,Dois Irmãos,0.0,0.74,1.0,0.0,Baixo
2026-05-05,13:00:00,Imbiribeira,0.0,0.74,1.0,0.0,Baixo
2026-05-05,13:00:00,Torreão,0.0,0.74,1.0,0.0,Baixo
2026-05-05,12:00:00,Campina do Barreto,0.0,0.51,1.0,0.0,Baixo
2026-05-05,12:00:00,Dois Irmãos,0.0,0.51,1.0,0.0,Baixo
2026-05-05,12:00:00,Imbiribeira,,0.51,1.0,0.0,Baixo
2026-05-05,12:00:00,Torreão,0.0,0.51,1.0,0.0,Baixo
2026-05-05,11:00:00,Campina do Barreto,,0.76,1.0,0.0,Baixo
2026-05-05,11:00:00,Dois Irmãos,0.0,0.76,1.0,0.0,Baixo
2026-05-05,11:00:00,Imbiribeira,,0.76,1.0,0.0,Baixo
2026-05-05,11:00:00,Torreão,0.2,0.76,1.0,0.2,Baixo
2026-05-05,10:00:00,Campina do Barreto,0.0,1.0,1.0,0.0,Baixo
2026-05-05,10:00:00,Dois Irmãos,0.0,1.0,1.0,0.0,Baixo
2026-05-05,10:00:00,Imbiribeira,3.0,1.0,1.0,3.0,Baixo
2026-05-05,10:00:00,Torreão,0.2,1.0,1.0,0.2,Baixo
2026-05-05,09:00:00,Campina do Barreto,0.0,1.25,1.25,0.0,Baixo
2026-05-05,09:00:00,Dois Irmãos,0.0,1.25,1.25,0.0,Baixo
2026-05-05,09:00:00,Imbiribeira,3.0,1.25,1.25,3.75,Baixo
2026-05-05,09:00:00,Torreão,1.4000000000000001,1.25,1.25,1.7500000000000002,Baixo
2026-05-05,08:00:00,Campina do Barreto,0.2,1.49,1.49,0.298,Baixo
2026-05-05,08:00:00,Dois Irmãos,0.19999999999999823,1.49,1.49,0.2979999999999974,Baixo
2026-05-05,08:00:00,Imbiribeira,3.4000000000000004,1.49,1.49,5.066000000000001,Baixo
2026-05-05,08:00:00,Torreão,0.0,1.49,1.49,0.0,Baixo
2026-05-05,07:00:00,Campina do Barreto,0.2,1.74,1.74,0.34800000000000003,Baixo
2026-05-05,07:00:00,Dois Irmãos,0.39999999999999825,1.74,1.74,0.695999999999997,Baixo
2026-05-05,07:00:00,Imbiribeira,3.4000000000000004,1.74,1.74,5.916,Baixo
2026-05-05,07:00:00,Torreão,0.2,1.74,1.74,0.34800000000000003,Baixo
2026-05-05,06:00:00,Campina do Barreto,0.79268,1.99,1.99,1.5774332000000002,Baixo
2026-05-05,06:00:00,Dois Irmãos,2.3853599999999986,1.99,1.99,4.746866399999997,Baixo
2026-05-05,06:00:00,Imbiribeira,3.4000000000000004,1.99,1.99,6.766000000000001,Baixo
2026-05-05,06:00:00,Torreão,3.34876,1.99,1.99,6.6640324,Baixo
2026-05-05,05:00:00,Campina do Barreto,4.91948,1.99,1.99,9.7897652,Baixo
2026-05-05,05:00:00,Dois Irmãos,12.009706218199998,1.99,1.99,23.899315374217995,Baixo
2026-05-05,05:00:00,Imbiribeira,3.6000000000000005,1.99,1.99,7.164000000000001,Baixo
2026-05-05,05:00:00,Torreão,7.4940100758999995,1.99,1.99,14.913080051040998,Baixo
2026-05-05,04:00:00,Campina do Barreto,12.4039816373,1.73,1.73,21.458888232529,Baixo
2026-05-05,04:00:00,Dois Irmãos,27.3236316862,1.73,1.73,47.269882817125996,Moderado
2026-05-05,04:00:00,Imbiribeira,3.6000000000000005,1.73,1.73,6.228000000000001,Baixo
2026-05-05,04:00:00,Torreão,12.602413314700001,1.73,1.73,21.802175034431002,Baixo
2026-05-05,03:00:00,Campina do Barreto,16.5060671625,1.48,1.48,24.428979400499998,Baixo
2026-05-05,03:00:00,Dois Irmãos,49.598414672,1.48,1.48,73.40565371455999,Moderado Alto
2026-05-05,03:00:00,Imbiribeira,3.4000000000000004,1.48,1.48,5.032,Baixo
2026-05-05,03:00:00,Torreão,30.490970142400002,1.48,1.48,45.126635810752,Moderado
2026-05-05,02:00:00,Campina do Barreto,21.6190256888,1.22,1.22,26.375211340336,Baixo
2026-05-05,02:00:00,Dois Irmãos,33.8781447142,1.22,1.22,41.33133655132399,Moderado
2026-05-05,02:00:00,Imbiribeira,2.8000000000000003,1.22,1.22,3.4160000000000004,Baixo
2026-05-05,02:00:00,Torreão,62.1139055361,1.22,1.22,75.778964754042,Moderado Alto
2026-05-05,01:00:00,Campina do Barreto,52.1578809627,0.97,1.0,52.1578809627,Moderado Alto
2026-05-05,01:00:00,Dois Irmãos,23.8407832499,0.97,1.0,23.8407832499,Baixo
2026-05-05,01:00:00,Imbiribeira,2.4000000000000004,0.97,1.0,2.4000000000000004,Baixo
2026-05-05,01:00:00,Torreão,59.7000960213,0.97,1.0,59.7000960213,Moderado Alto
2026-05-05,00:00:00,Campina do Barreto,34.240640617,0.71,1.0,34.240640617,Moderado
2026-05-05,00:00:00,Dois Irmãos,27.3390270281,0.71,1.0,27.3390270281,Baixo
2026-05-05,00:00:00,Imbiribeira,1.8000000000000003,0.71,1.0,1.8000000000000003,Baixo
2026-05-05,00:00:00,Torreão,23.2567186244,0.71,1.0,23.2567186244,Baixo
2026-05-04,23:00:00,Campina do Barreto,11.8240092741,0.62,1.0,11.8240092741,Baixo
2026-05-04,23:00:00,Dois Irmãos,14.1452064474,0.62,1.0,14.1452064474,Baixo
2026-05-04,23:00:00,Imbiribeira,1.4000000000000001,0.62,1.0,1.4000000000000001,Baixo
2026-05-04,23:00:00,Torreão,7.703481640700001,0.62,1.0,7.703481640700001,Baixo
2026-05-04,22:00:00,Campina do Barreto,2.74876,0.88,1.0,2.74876,Baixo
2026-05-04,22:00:00,Dois Irmãos,3.1673191337000004,0.88,1.0,3.1673191337000004,Baixo
2026-05-04,22:00:00,Imbiribeira,0.2,0.88,1.0,0.2,Baixo
2026-05-04,22:00:00,Torreão,1.9890200000000002,0.88,1.0,1.9890200000000002,Baixo
2026-05-04,21:00:00,Campina do Barreto,0.0,1.13,1.13,0.0,Baixo
2026-05-04,21:00:00,Dois Irmãos,5.3072856903,1.13,1.13,5.997232830038999,Baixo
2026-05-04,21:00:00,Imbiribeira,0.7926799999999999,1.13,1.13,0.8957283999999999,Baixo
2026-05-04,21:00:00,Torreão,4.123139999999999,1.13,1.13,4.659148199999999,Baixo
2026-05-04,20:00:00,Campina do Barreto,0.0,1.38,1.38,0.0,Baixo
2026-05-04,20:00:00,Dois Irmãos,4.5201117544,1.38,1.38,6.237754221072,Baixo
2026-05-04,20:00:00,Imbiribeira,2.7899265283,1.38,1.38,3.8500986090539997,Baixo
2026-05-04,20:00:00,Torreão,0.0,1.38,1.38,0.0,Baixo
2026-05-04,19:00:00,Campina do Barreto,0.0,1.64,1.64,0.0,Baixo
2026-05-04,19:00:00,Dois Irmãos,0.0,1.64,1.64,0.0,Baixo
2026-05-04,19:00:00,Imbiribeira,3.9807256981000005,1.64,1.64,6.528390144884001,Baixo
2026-05-04,19:00:00,Torreão,0.0,1.64,1.64,0.0,Baixo
2026-05-04,18:00:00,Campina do Barreto,0.0,1.89,1.89,0.0,Baixo
2026-05-04,18:00:00,Dois Irmãos,0.0,1.89,1.89,0.0,Baixo
2026-05-04,18:00:00,Imbiribeira,2.7926800000000003,1.89,1.89,5.2781652,Baixo
2026-05-04,18:00:00,Torreão,0.0,1.89,1.89,0.0,Baixo
2026-05-04,17:00:00,Campina do Barreto,0.0,1.97,1.97,0.0,Baixo
2026-05-04,17:00:00,Dois Irmãos,0.0,1.97,1.97,0.0,Baixo
2026-05-04,17:00:00,Imbiribeira,1.18536,1.97,1.97,2.3351592,Baixo
2026-05-04,17:00:00,Torreão,0.0,1.97,1.97,0.0,Baixo
2026-05-04,16:00:00,Campina do Barreto,0.0,1.69,1.69,0.0,Baixo
2026-05-04,16:00:00,Dois Irmãos,0.0,1.69,1.69,0.0,Baixo
2026-05-04,16:00:00,Imbiribeira,2.74876,1.69,1.69,4.645404399999999,Baixo
2026-05-04,16:00:00,Torreão,0.0,1.69,1.69,0.0,Baixo
2026-05-04,15:00:00,Campina do Barreto,0.0,1.42,1.42,0.0,Baixo
2026-05-04,15:00:00,Dois Irmãos,0.0,1.42,1.42,0.0,Baixo
2026-05-04,15:00:00,Imbiribeira,0.0,1.42,1.42,0.0,Baixo
2026-05-04,15:00:00,Torreão,0.0,1.42,1.42,0.0,Baixo
2026-05-04,14:00:00,Campina do Barreto,0.0,1.15,1.15,0.0,Baixo
2026-05-04,14:00:00,Dois Irmãos,0.0,1.15,1.15,0.0,Baixo
2026-05-04,14:00:00,Imbiribeira,0.0,1.15,1.15,0.0,Baixo
2026-05-04,14:00:00,Torreão,0.0,1.15,1.15,0.0,Baixo
2026-05-04,13:00:00,Campina do Barreto,0.0,0.88,1.0,0.0,Baixo
2026-05-04,13:00:00,Dois Irmãos,0.0,0.88,1.0,0.0,Baixo
2026-05-04,13:00:00,Imbiribeira,0.0,0.88,1.0,0.0,Baixo
2026-05-04,13:00:00,Torreão,0.0,0.88,1.0,0.0,Baixo
2026-05-04,12:00:00,Campina do Barreto,0.0,0.6,1.0,0.0,Baixo
2026-05-04,12:00:00,Dois Irmãos,0.0,0.6,1.0,0.0,Baixo
2026-05-04,12:00:00,Imbiribeira,0.0,0.6,1.0,0.0,Baixo
2026-05-04,12:00:00,Torreão,0.0,0.6,1.0,0.0,Baixo
2026-05-04,11:00:00,Campina do Barreto,0.0,0.49,1.0,0.0,Baixo
2026-05-04,11:00:00,Dois Irmãos,0.0,0.49,1.0,0.0,Baixo
2026-05-04,11:00:00,Imbiribeira,0.0,0.49,1.0,0.0,Baixo
2026-05-04,11:00:00,Torreão,0.0,0.49,1.0,0.0,Baixo
2026-05-04,10:00:00,Campina do Barreto,0.0,0.78,1.0,0.0,Baixo
2026-05-04,10:00:00,Dois Irmãos,0.0,0.78,1.0,0.0,Baixo
2026-05-04,10:00:00,Imbiribeira,0.0,0.78,1.0,0.0,Baixo
2026-05-04,10:00:00,Torreão,0.0,0.78,1.0,0.0,Baixo
2026-05-04,09:00:00,Campina do Barreto,0.0,1.07,1.07,0.0,Baixo
2026-05-04,09:00:00,Dois Irmãos,0.0,1.07,1.07,0.0,Baixo
2026-05-04,09:00:00,Imbiribeira,0.2,1.07,1.07,0.21400000000000002,Baixo
2026-05-04,09:00:00,Torreão,0.0,1.07,1.07,0.0,Baixo
2026-05-04,08:00:00,Campina do Barreto,0.0,1.36,1.36,0.0,Baixo
2026-05-04,08:00:00,Dois Irmãos,0.0,1.36,1.36,0.0,Baixo
2026-05-04,08:00:00,Imbiribeira,0.2,1.36,1.36,0.272,Baixo
2026-05-04,08:00:00,Torreão,0.0,1.36,1.36,0.0,Baixo
2026-05-04,07:00:00,Campina do Barreto,0.58902,1.65,1.65,0.9718829999999999,Baixo
2026-05-04,07:00:00,Dois Irmãos,0.0,1.65,1.65,0.0,Baixo
2026-05-04,07:00:00,Imbiribeira,1.6,1.65,1.65,2.64,Baixo
2026-05-04,07:00:00,Torreão,0.4,1.65,1.65,0.66,Baixo
2026-05-04,06:00:00,Campina do Barreto,0.58902,1.94,1.94,1.1426988,Baixo
2026-05-04,06:00:00,Dois Irmãos,0.0,1.94,1.94,0.0,Baixo
2026-05-04,06:00:00,Imbiribeira,0.4,1.94,1.94,0.776,Baixo
2026-05-04,06:00:00,Torreão,0.4,1.94,1.94,0.776,Baixo
